11.05038618,-71.70364380,1
11.13932936,-71.82174683,1
11.24979664,-71.88766479,1
11.34137156,-71.93710327,1
11.47598717,-71.97006226,1
11.56748917,-71.95907593,1
11.59708637,-71.94534302,1
11.62129992,-71.87942505,1
11.65358139,-71.77780151,1
11.66770335,-71.69746399,1
11.68787634,-71.61781311,1
11.69863466,-71.53266907,1
11.71073728,-71.49009705,1
11.72283937,-71.45027161,1
11.73494092,-71.42967224,1
11.75510900,-71.38435364,1
11.78199748,-71.36787415,1
11.79409643,-71.34315491,1
11.82400545,-71.34281158,1
11.84147886,-71.33251190,1
11.85021515,-71.32495880,1
10.97456103,-71.31465912,1
10.96175308,-71.32701874,1
10.96984238,-71.36272430,1
10.96916828,-71.40186310,1
10.95568597,-71.47190094,1
10.95164115,-71.48220062,1
10.92130329,-71.45610809,1
10.90242483,-71.43001556,1
10.88354517,-71.42658234,1
10.87882507,-71.44649506,1
10.84847978,-71.44237518,1
10.81543363,-71.43482208,1
10.79452500,-71.43756866,1
10.79857195,-71.48769379,1
10.79587399,-71.55910492,1
10.79654848,-71.58313751,1
10.79250151,-71.59137726,1
10.78440740,-71.58313751,1
10.74730662,-71.53713226,1
10.70952659,-71.52683258,1
10.68793589,-71.52614594,1
10.67309139,-71.53232574,1
10.65487215,-71.52339935,1
10.64137571,-71.53095245,1
10.62855355,-71.51653290,1
10.61033164,-71.49730682,1
10.60020790,-71.50691986,1
10.58805896,-71.53095245,1
10.55430938,-71.53507233,1
10.54823406,-71.53850555,1
10.52258140,-71.50897980,1
10.50435321,-71.48014069,1
10.48949981,-71.46228790,1
10.45708993,-71.45198822,1
10.42535198,-71.46778107,1
10.39496155,-71.48151398,1
10.37605045,-71.45610809,1
10.27809976,-71.38607025,1
10.23418095,-71.36821747,1
10.20242048,-71.34487152,1
10.16998099,-71.29268646,1
10.12875105,-71.26659393,1
10.08143147,-71.24393463,1
10.05100807,-71.23706818,1
10.03545722,-71.23706818,1
10.01246765,-71.22264862,1
9.99015269,-71.21646881,1
9.97324639,-71.21028900,1
9.96918875,-71.18968964,1
9.96107331,-71.16153717,1
9.92996228,-71.13338470,1
9.90290680,-71.11072540,1
9.87720202,-71.09493256,1
9.84405343,-71.07982635,1
9.82105041,-71.07982635,1
9.81699089,-71.09012604,1
9.75930648,-71.06077194,1
9.75862977,-72.09760666,1
9.79449347,-72.12163925,1
9.81039406,-72.13331223,1
9.82595560,-72.12713242,1
9.83847197,-72.12404251,1
9.83779542,-72.10996628,1
9.88870178,-72.05829620,1
10.04526110,-71.99958801,1
10.09393803,-71.97074890,1
10.12232951,-71.90483093,1
10.19667623,-71.86088562,1
10.30073245,-71.80458069,1
10.37368649,-71.73866272,1
10.40205292,-71.68922424,1
10.44122136,-71.64390564,1
10.45607707,-71.63154602,1
10.51009183,-71.63017273,1
10.54924662,-71.62193298,1
10.58974634,-71.61643982,1
10.62889098,-71.60957336,1
10.66128275,-71.59309387,1
10.69771937,-71.59309387,1
10.72200802,-71.60957336,1
10.75438985,-71.65763855,1
10.80160712,-71.68098450,1
10.89197374,-71.71806335,1
10.92062908,-71.71840668,1
10.93546134,-71.71360016,1
10.95973072,-71.72527313,1
10.98197591,-71.74724579,1
10.99343489,-71.75754547,1
11.01028553,-71.76166534,1
11.01769951,-71.74861908,1
11.00556745,-71.70879364,1
10.99478298,-71.67377472,1
10.97995369,-71.67308807,1
10.98332405,-71.64974213,1
10.98332405,-71.62845612,1
10.99478298,-71.61609650,1
11.01095954,-71.63738251,1
9.75830000,-72.14721680,18
9.75830000,-71.06000000,18
9.71447151,-71.02867126,18
9.68604472,-71.05201721,18
9.58585498,-71.06575012,18
9.54252051,-71.08222961,18
9.38674193,-71.06987000,18
9.34609247,-71.04652405,18
9.20378212,-71.21543884,18
9.15090935,-71.24015808,18
9.08718044,-71.35414124,18
9.04242784,-71.56700134,18
9.04649648,-71.64802551,18
9.09938473,-71.74003601,18
9.15090935,-71.75514221,18
9.21327127,-71.77299500,18
9.25258074,-71.81144714,18
9.29595160,-71.76475525,18
9.27833284,-71.74278259,18
9.31627985,-71.71119690,18
9.41383892,-71.81556702,18
9.41654850,-71.84303284,18
9.40977450,-71.88972473,18
9.38945172,-71.90757751,18
9.40706487,-71.91719055,18
9.43416027,-71.89109802,18
9.44499783,-71.85401917,18
9.48834467,-71.93367004,18
9.49647159,-71.94465637,18
9.46667193,-71.98173523,18
9.47073567,-72.02018738,18
9.51137045,-72.01606750,18
9.53710331,-71.96937561,18
9.62512207,-71.98722839,18
9.75830000,-72.14721680,18
12.35207563,-70.41584015,2
12.35106950,-70.16821861,2
12.36750244,-70.14058113,2
12.33128153,-70.00059128,2
12.19406634,-70.00016212,2
12.19373076,-70.01277924,2
12.14070429,-70.10822296,2
12.10982325,-70.14461517,2
12.10176674,-70.17070770,2
12.10243813,-70.19817352,2
12.09035293,-70.21739960,2
12.08095296,-70.21945953,2
12.06215203,-70.21121979,2
11.92110315,-70.28194427,2
11.90161919,-70.29155731,2
11.86802288,-70.29018402,2
11.83576652,-70.28057098,2
11.77729218,-70.24349213,2
11.77930875,-70.22151947,2
11.76250359,-70.20435333,2
11.73830237,-70.20503998,2
11.71678839,-70.21671295,2
11.69191076,-70.21671295,2
11.66299611,-70.22014618,2
11.64349383,-70.23250580,2
11.62668043,-70.23525238,2
11.61121120,-70.22289276,2
11.60313995,-70.19886017,2
11.61121120,-70.16040802,2
11.62869809,-70.08350372,2
11.64887391,-70.01552582,2
11.66703090,-69.95029449,2
11.65694383,-69.93518829,2
11.66770335,-69.88231659,2
11.68384186,-69.82326508,2
11.66770335,-69.79854584,2
11.59305057,-69.76284027,2
11.49886546,-69.73125458,2
11.45849075,-69.77039337,2
11.42618683,-69.81708527,2
11.43291712,-69.86789703,2
11.45579890,-69.89604950,2
11.49617399,-69.89055634,2
11.50693971,-69.89810944,2
11.50290261,-69.93038177,2
11.48809944,-69.96952057,2
11.51703219,-70.00934601,2
11.50828539,-70.04917145,2
11.49280962,-70.05123138,2
11.45176107,-70.07526398,2
11.37233879,-70.18547058,2
11.19726258,-70.82130432,2
10.99107573,-71.24153137,2
10.98703140,-71.31740570,2
11.84945914,-71.32487297,2
12.05778734,-70.90679169,2
12.32289634,-71.06128693,2
14.89834049,-71.98104858,2
15.04062756,-70.88207245,2
15.41843528,-69.57452774,2
12.81832935,-70.41635513,2
12.33100000,-70.00000000,17
12.26550000,-69.73910000,17
11.87740000,-69.07510000,17
11.76040000,-68.95150000,17
11.74430000,-68.82650000,17
11.71310000,-68.73470000,17
11.35480000,-68.73470000,17
11.43964725,-68.83003235,17
11.44772319,-68.86848450,17
11.43964725,-68.98521423,17
11.43964725,-69.05662537,17
11.48675365,-69.12254333,17
11.50290261,-69.20356750,17
11.51501372,-69.30793762,17
11.48675365,-69.44252014,17
11.50424832,-69.51530457,17
11.45310702,-69.57847595,17
11.50963107,-69.66636658,17
11.66703090,-69.74601746,17
11.83509448,-69.80781555,17
11.90363484,-69.81468201,17
12.00171155,-69.82704163,17
12.05678010,-69.85450745,17
12.14540327,-69.90531921,17
12.17225296,-69.94651794,17
12.19429704,-70.00000000,17
12.33100000,-70.00000000,17
11.71310000,-68.73470000,7
11.66760000,-68.59800000,7
11.66760000,-67.98760000,7
12.45020000,-67.98680000,7
15.24300000,-68.85970000,7
15.18240000,-68.05320000,7
15.05000000,-67.39570000,7
10.53336168,-67.39570000,7
10.53042931,-67.39760399,7
10.52992300,-67.40035057,7
10.53144193,-67.40361214,7
10.53296086,-67.42009163,7
10.53127316,-67.44120598,7
10.53042931,-67.46008873,7
10.53447977,-67.46781349,7
10.53180057,-67.47307062,7
10.52922682,-67.49139547,7
10.52732814,-67.50092268,7
10.52661086,-67.50272512,7
10.52597797,-67.50774622,7
10.52639990,-67.50911951,7
10.52201178,-67.51366854,7
10.52146326,-67.51521349,7
10.52188520,-67.51765966,7
10.52264469,-67.52032042,7
10.52281346,-67.52341032,7
10.52277127,-67.52748728,7
10.52547165,-67.53504038,7
10.52572481,-67.53804445,7
10.52458559,-67.54104853,7
10.52403707,-67.54203558,7
10.52294004,-67.54246473,7
10.52112571,-67.54263639,7
10.51960673,-67.54383802,7
10.51952234,-67.54804373,7
10.52129449,-67.55478144,7
10.51804555,-67.55804300,7
10.51553498,-67.56184101,7
10.51545059,-67.56493092,7
10.51604131,-67.56862164,7
10.51207500,-67.57454395,7
10.50903694,-67.57874966,7
10.50574568,-67.59480000,7
10.49532310,-67.66093254,7
10.49671561,-67.68148899,7
10.49595606,-67.69178867,7
10.50220120,-67.70758152,7
10.49882546,-67.71367550,7
10.49739077,-67.71934032,7
10.49722198,-67.72869587,7
10.49705319,-67.73109913,7
10.49350861,-67.73393154,7
10.49198949,-67.73779392,7
10.49291784,-67.74320126,7
10.49494333,-67.74611950,7
10.49688440,-67.74775028,7
10.49739077,-67.75049686,7
10.49384619,-67.75676250,7
10.48785408,-67.76646137,7
10.48717891,-67.76792049,7
10.48903563,-67.77925014,7
10.48895124,-67.78131008,7
10.48802287,-67.78534412,7
10.48625054,-67.78869152,7
10.48743210,-67.79572964,7
10.48776968,-67.79959202,7
10.47873910,-67.80482769,7
10.47679791,-67.80517101,7
10.47299989,-67.80199528,7
10.46903303,-67.80328274,7
10.46548813,-67.80774593,7
10.46464410,-67.81083584,7
10.46751379,-67.81581402,7
10.47612271,-67.81615734,7
10.47941429,-67.81950474,7
10.47781070,-67.83074856,7
